title,price,price_numeric,beds,baths,area,area_sqft,price_per_sqft,property_type,featured,photo_count,description,description_length,city,scraped_date,url
Regi Model Town Zone 3 Sector C1 5Marla Luxury House Available for Sale,PKR 3.3 Crore,33000000,8,6,5 Marla,1125.0,29333,House,False,,Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,79,Houses_Peshawar,2026-07-29,https://www.zameen.com/Property/regi_model_town_phase_3_regi_model_town_phase_3_-_block_c1_regi_model_town_zone_3_sector_c1_5marla_luxury_house_available_for_sale-54523220-17025-1.html
Regi Model Town Zone 4 Sector C2 5 House Available For Sale,PKR 2.7 Crore,27000000,8,6,5 Marla,1125.0,24000,House,False,,Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,79,Houses_Peshawar,2026-07-29,https://www.zameen.com/Property/regi_model_town_regi_model_town_phase_4_regi_model_town_zone_4_sector_c2_5_house_available_for_sale-54523197-17014-1.html
1 Kanal House For Sell In Hayatabad Phase 2,PKR 8 Crore,80000000,8,6,1 Kanal,4500.0,17777,House,True,,Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,79,Houses_Peshawar,2026-07-29,https://www.zameen.com/Property/hayatabad_hayatabad_phase_2_1_kanal_house_for_sell_in_hayatabad_phase_2-52896674-7602-1.html
2 Kanal House For Sale In Hayatabad Phase 6,PKR 18 Crore,180000000,11,7,2 Kanal,9000.0,20000,House,True,,Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,79,Houses_Peshawar,2026-07-29,https://www.zameen.com/Property/hayatabad_hayatabad_phase_6_2_kanal_house_for_sale_in_hayatabad_phase_6-53468384-7627-1.html
1 Kanal House For Sale In DHA Peshawar,PKR 9 Crore,90000000,11,7,1 Kanal,4500.0,20000,House,True,,Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,79,Houses_Peshawar,2026-07-29,https://www.zameen.com/Property/dha_phase_1_dha_phase_1_-_sector_c_1_kanal_house_for_sale_in_dha_peshawar-53917919-12294-1.html
1 Kanal House For Sale In Hayatabad Phase 3 K3,PKR 8 Crore,80000000,10,6,1 Kanal,4500.0,17777,House,True,,Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,79,Houses_Peshawar,2026-07-29,https://www.zameen.com/Property/hayatabad_phase_3_hayatabad_phase_3_-_k3_1_kanal_house_for_sale_in_hayatabad_phase_3_k3-54045816-7620-1.html
7 Marla House For Sale In F8,PKR 5 Crore,50000000,8,6,7 Marla,1575.0,31746,House,True,,Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,79,Houses_Peshawar,2026-07-29,https://www.zameen.com/Property/hayatabad_phase_6_hayatabad_phase_6_-_f8_7_marla_house_for_sale_in_f8-53699038-7634-1.html
"10 Marla,Old House For Sale",PKR 3.7 Crore,37000000,6,6,10 Marla,2250.0,16444,House,True,,Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,79,Houses_Peshawar,2026-07-29,https://www.zameen.com/Property/hayatabad_hayatabad_phase_3_10_marla_old_house_for_sale-54521773-7617-1.html
"Back Street Market Masjid & Park, Luxurious 01 Kanal House For Sale",PKR 10.99 Crore,109900000,9,6,1 Kanal,4500.0,24422,House,False,15,15Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Peshawar,2026-07-29,https://www.zameen.com/Property/dha_phase_1_dha_phase_1_-_sector_c_back_street_market_masjid_park_luxurious_01_kanal_house_for_sale-54417361-12294-1.html
"Brand New Luxury House For Sale In Zone 3 , Ideal Location",PKR 3 Crore,30000000,8,6,5 Marla,1125.0,26666,House,False,25,25Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Peshawar,2026-07-29,https://www.zameen.com/Property/regi_model_town_regi_model_town_phase_3_brand_new_luxury_house_for_sale_in_zone_3_ideal_location-53477955-17013-1.html
10 Marla Finishing Stage Prime Location House For Sale,PKR 7.4 Crore,74000000,9,6,10 Marla,2250.0,32888,House,False,15,15Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Peshawar,2026-07-29,https://www.zameen.com/Property/hayatabad_hayatabad_phase_6_10_marla_finishing_stage_prime_location_house_for_sale-54210914-7627-1.html
It Is A Very Beautiful And Good Environment With Good Security It Is On New Shami Road,PKR 11.05 Crore,110500000,6,6,1 Kanal,4500.0,24555,Unknown,False,6,6Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,80,Houses_Peshawar,2026-07-29,https://www.zameen.com/Property/peshawar_shami_road_it_is_a_very_beautiful_and_good_environment_with_good_security_it_is_on_new_shami_road-54357351-998-1.html
This Is Your Chance To Buy House In Warsak Road,PKR 3.6 Crore,36000000,6,6,7 Marla,1575.0,22857,House,False,15,15Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Peshawar,2026-07-29,https://www.zameen.com/Property/peshawar_warsak_road_this_is_your_chance_to_buy_house_in_warsak_road-54511432-1000-1.html
5 Marla Brand New House,PKR 4.3 Crore,43000000,8,6,5 Marla,1125.0,38222,House,True,1,1Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,80,Houses_Peshawar,2026-07-29,https://www.zameen.com/Property/hayatabad_phase_7_hayatabad_phase_7_-_e5_5_marla_brand_new_house-54512440-13218-1.html
5 Marla Residential House For Sale In Regi Model Town,PKR 2.9 Crore,29000000,8,7,5 Marla,1125.0,25777,House,True,26,26Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Peshawar,2026-07-29,https://www.zameen.com/Property/regi_model_town_regi_model_town_phase_4_5_marla_residential_house_for_sale_in_regi_model_town-54503735-17014-1.html
8 Marla House For Sale,PKR 4.5 Crore,45000000,7,6,8 Marla,1800.0,25000,House,False,17,17Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Peshawar,2026-07-29,https://www.zameen.com/Property/warsak_road_officers_garden_colony_8_marla_house_for_sale-54094398-7655-1.html
05 Marla House For Sale In Zone 04 Regi Model Town Peshawar,PKR 3.1 Crore,31000000,8,6,5 Marla,1125.0,27555,House,True,26,26Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Peshawar,2026-07-29,https://www.zameen.com/Property/regi_model_town_regi_model_town_phase_4_05_marla_house_for_sale_in_zone_04_regi_model_town_peshawar-54502140-17014-1.html
"5 Marla House For Sale In Regi Model Town, Phase 3",PKR 3.3 Crore,33000000,8,7,5 Marla,1125.0,29333,House,True,19,19Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Peshawar,2026-07-29,https://www.zameen.com/Property/regi_model_town_regi_model_town_phase_3_5_marla_house_for_sale_in_regi_model_town_phase_3-54503643-17013-1.html
10 House For Sale,PKR 3.2 Crore,32000000,6,6,10 Marla,2250.0,14222,House,False,11,11Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Peshawar,2026-07-29,https://www.zameen.com/Property/warsak_road_khushal_bagh_10_house_for_sale-54377709-22003-1.html
4.15 marle house for sale,PKR 2.3 Crore,23000000,5,5,4.1 Marla,922.4999999999999,24932,House,False,8,8Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,80,Houses_Peshawar,2026-07-29,https://www.zameen.com/Property/peshawar_warsak_road_4_15_marle_house_for_sale-54501470-1000-1.html
4.75 marle house for sale  Fresh house  Basement full tile  Total 6bed rooms  Double story  Location warsak road Sufyan gardan,PKR 2.4 Crore,24000000,2,6,4.7 Marla,1057.5,22695,House,False,11,11Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Peshawar,2026-07-29,https://www.zameen.com/Property/peshawar_warsak_road_4_75_marle_house_for_sale_fresh_house_basement_full_tile_total_6bed_rooms_double_story_location_warsak_road_sufyan_gardan-54501454-1000-1.html
Ideal Prime Location House Is Available For sale In Peshawar,PKR 2 Crore,20000000,6,6,5 Marla,1125.0,17777,House,False,15,15VerifiedShare on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,89,Houses_Peshawar,2026-07-29,https://www.zameen.com/Property/warsak_road_sudais_villas_ideal_prime_location_house_is_available_for_sale_in_peshawar-54500374-18406-1.html
Prime Location House Is Available For sale In Sufiyan Garden,PKR 4.8 Crore,48000000,7,,10 Marla,2250.0,21333,House,False,22,22VerifiedShare on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,89,Houses_Peshawar,2026-07-29,https://www.zameen.com/Property/warsak_road_sufiyan_garden_prime_location_house_is_available_for_sale_in_sufiyan_garden-54500373-19313-1.html
5 Marla Gray Structure Available For Sale,PKR 60 Lakh,6000000,3,3,5 Marla,1125.0,5333,Unknown,False,4,4Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,80,Houses_Peshawar,2026-07-29,https://www.zameen.com/Property/rahatabad_green_oaks_residencia_5_marla_gray_structure_available_for_sale-53069813-17967-1.html
Hayatabad Phase 7 Sector E-5 3malra South Facing Solid House,PKR 2.2 Crore,22000000,6,6,3 Marla,675.0,32592,House,False,4,4Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,80,Houses_Peshawar,2026-07-29,https://www.zameen.com/Property/hayatabad_hayatabad_phase_7_hayatabad_phase_7_sector_e-5_3malra_south_facing_solid_house-54411192-8534-1.html
"1 Kanal Luxury House For Sale Phase 2, Sector J1, Hayatabad, Peshawar",PKR 12 Crore,120000000,10,,1 Kanal,4500.0,26666,House,False,1,1Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,80,Houses_Peshawar,2026-07-29,https://www.zameen.com/Property/hayatabad_hayatabad_phase_2_1_kanal_luxury_house_for_sale_phase_2_sector_j1_hayatabad_peshawar-54506599-7602-1.html
New Trendy 5 Marla House Available For Sale In Phase 1,PKR 3.35 Crore,33500000,8,6,5 Marla,1125.0,29777,House,False,,Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,79,Houses_Peshawar,2026-07-29,https://www.zameen.com/Property/hayatabad_hayatabad_phase_1_new_trendy_5_marla_house_available_for_sale_in_phase_1-54506942-7597-1.html
Affordable House House For Sale,PKR 1.95 Crore,19500000,5,4,5 Marla,1125.0,17333,House,False,,Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,79,Houses_Peshawar,2026-07-29,https://www.zameen.com/Property/hayatabad_hayatabad_phase_1_affordable_house_house_for_sale-54501504-7597-1.html
4 Marle Fresh House For Sale,PKR 2.25 Crore,22500000,4,5,4 Marla,900.0,25000,House,False,13,13Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Peshawar,2026-07-29,https://www.zameen.com/Property/peshawar_warsak_road_4_marle_fresh_house_for_sale-54235978-1000-1.html
15 MARLA HOUSE FOR SALE IN WARSAK ROAD SABZ ALI TOWN PESHAWAR,PKR 4.5 Crore,45000000,8,7,15 Marla,3375.0,13333,House,False,22,22Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Peshawar,2026-07-29,https://www.zameen.com/Property/peshawar_warsak_road_15_marla_house_for_sale_in_warsak_road_sabz_ali_town_peshawar-53600601-1000-1.html
3.5 Marla New House Beautiful House Available For In Sudais Villa,PKR 1.5 Crore,15000000,5,5,3.5 Marla,787.5,19047,House,False,20,20Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Peshawar,2026-07-29,https://www.zameen.com/Property/warsak_road_sudais_villas_3_5_marla_new_house_beautiful_house_available_for_in_sudais_villa-54191683-18406-1.html
5 Marla New Beautiful House Is Available For Sale In Sudais Villa Warsk Road,PKR 1.9 Crore,19000000,6,6,5 Marla,1125.0,16888,House,False,6,6Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,80,Houses_Peshawar,2026-07-29,https://www.zameen.com/Property/warsak_road_sudais_villas_5_marla_new_beautiful_house_is_available_for_sale_in_sudais_villa_warsk_road-54032219-18406-1.html
3 Marla New Beautiful House For Sale In Sudais Villa,PKR 1.15 Crore,11500000,4,5,3 Marla,675.0,17037,House,False,11,11Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Peshawar,2026-07-29,https://www.zameen.com/Property/warsak_road_sudais_villas_3_marla_new_beautiful_house_for_sale_in_sudais_villa-54116841-18406-1.html
Prime Location 5 Marla House In Warsak Road For Sale At Good Location,PKR 3.1 Crore,31000000,6,,5 Marla,1125.0,27555,House,False,18,18VerifiedShare on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,89,Houses_Peshawar,2026-07-29,https://www.zameen.com/Property/arbab_sabz_ali_khan_town_arbab_sabz_ali_khan_town_executive_lodges_prime_location_5_marla_house_in_warsak_road_for_sale_at_good_location-54272556-10382-1.html
Buying A Prime Location House In Al-Moeez Housing Society?,PKR 4.5 Crore,45000000,7,,11 Marla,2475.0,18181,House,False,39,39VerifiedShare on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,89,Houses_Peshawar,2026-07-29,https://www.zameen.com/Property/peshawar_al-moeez_housing_society_buying_a_prime_location_house_in_al-moeez_housing_society-54272633-21067-1.html
Prime Location 9 Marla House Up For sale In Darmangi,PKR 3.7 Crore,37000000,6,6,9 Marla,2025.0,18271,House,False,16,16VerifiedShare on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,89,Houses_Peshawar,2026-07-29,https://www.zameen.com/Property/warsak_road_darmangi_prime_location_9_marla_house_up_for_sale_in_darmangi-54291213-12422-1.html
South Open Corner Solid House with Basement,PKR 9.5 Crore,95000000,9,7,1 Kanal,4500.0,21111,House,False,7,7Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,80,Houses_Peshawar,2026-07-29,https://www.zameen.com/Property/peshawar_hayatabad_south_open_corner_solid_house_with_basement-53055714-394-1.html
22 Marla South Corner House FOR SALE  10 Kv Solar System Installed,PKR 7.1 Crore,71000000,10,6,1.1 Kanal,4950.0,14343,House,False,14,14Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Peshawar,2026-07-29,https://www.zameen.com/Property/peshawar_regi_model_town_22_marla_south_corner_house_for_sale_10_kv_solar_system_installed-52983002-7660-1.html
South Facing | 2 Minutes Walking Distance Market Masjid Park| Prime Location,PKR 9.1 Crore,91000000,9,6,1 Kanal,4500.0,20222,Unknown,False,13,13Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Peshawar,2026-07-29,https://www.zameen.com/Property/dha_phase_1_dha_phase_1_-_sector_a_south_facing_2_minutes_walking_distance_market_masjid_park_prime_location-54207457-12292-1.html
Brand New Beautiful House For Sell In Dha Peshawar On Double Road Near To park Masjid Market,PKR 7 Crore,70000000,7,6,1 Kanal,4500.0,15555,House,True,11,11Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Peshawar,2026-07-29,https://www.zameen.com/Property/dha_phase_1_dha_phase_1_-_sector_a_brand_new_beautiful_house_for_sell_in_dha_peshawar_on_double_road_near_to_park_masjid_market-52734187-12292-1.html
5 Marla Fresh House For Sale In Zone 3 At C1 Sector,PKR 3.3 Crore,33000000,8,6,5 Marla,1125.0,29333,House,False,33,33Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Peshawar,2026-07-29,https://www.zameen.com/Property/regi_model_town_phase_3_regi_model_town_phase_3_-_block_c1_5_marla_fresh_house_for_sale_in_zone_3_at_c1_sector-54494074-17025-1.html
Prime Location House Of 15 Marla For Sale In Arbab Sabz Ali Khan Town,PKR 4.5 Crore,45000000,6,6,15 Marla,3375.0,13333,House,False,17,17VerifiedShare on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,89,Houses_Peshawar,2026-07-29,https://www.zameen.com/Property/warsak_road_arbab_sabz_ali_khan_town_prime_location_house_of_15_marla_for_sale_in_arbab_sabz_ali_khan_town-54267458-10222-1.html
Prime Location 5 Marla House Is Available In Warsak Road,PKR 2.2 Crore,22000000,5,5,5 Marla,1125.0,19555,House,False,26,26VerifiedShare on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,89,Houses_Peshawar,2026-07-29,https://www.zameen.com/Property/peshawar_warsak_road_prime_location_5_marla_house_is_available_in_warsak_road-54309979-1000-1.html
Prime Location Green Cottages House Sized 4 Marla Is Available,PKR 2.25 Crore,22500000,5,5,4 Marla,900.0,25000,House,False,19,19VerifiedShare on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,89,Houses_Peshawar,2026-07-29,https://www.zameen.com/Property/warsak_road_green_cottages_prime_location_green_cottages_house_sized_4_marla_is_available-54309993-11933-1.html
1 Kanal House For Sale In Hayatabad Phase 7,PKR 9 Crore,90000000,7,6,1 Kanal,4500.0,20000,House,True,,Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,79,Houses_Peshawar,2026-07-29,https://www.zameen.com/Property/hayatabad_hayatabad_phase_7_1_kanal_house_for_sale_in_hayatabad_phase_7-53420491-8534-1.html
Sector B3 | 12 Kv Solar System+ Green Meter House For Sale,PKR 4.44 Crore,44400000,10,6,10 Marla,2250.0,19733,House,False,3,3Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,80,Houses_Peshawar,2026-07-29,https://www.zameen.com/Property/regi_model_town_regi_model_town_phase_3_sector_b3_12_kv_solar_system_green_meter_house_for_sale-53076467-17013-1.html
A Prime Location 3 Marla House Has Landed On Market In Sufiyan Garden Of Peshawar,PKR 1.5 Crore,15000000,4,4,3 Marla,675.0,22222,House,False,29,29VerifiedShare on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,89,Houses_Peshawar,2026-07-29,https://www.zameen.com/Property/warsak_road_sufiyan_garden_a_prime_location_3_marla_house_has_landed_on_market_in_sufiyan_garden_of_peshawar-54272615-19313-1.html
Prime Location Sufiyan Garden House Sized 5 Marla,PKR 2.2 Crore,22000000,7,,5 Marla,1125.0,19555,House,False,23,23VerifiedShare on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,89,Houses_Peshawar,2026-07-29,https://www.zameen.com/Property/warsak_road_sufiyan_garden_prime_location_sufiyan_garden_house_sized_5_marla-53909825-19313-1.html
1 Kanal House For Sell In Hayatabad Phase 6,PKR 7.5 Crore,75000000,8,6,1 Kanal,4500.0,16666,House,True,8,8Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,80,Houses_Peshawar,2026-07-29,https://www.zameen.com/Property/hayatabad_hayatabad_phase_6_1_kanal_house_for_sell_in_hayatabad_phase_6-53420493-7627-1.html
5 Marla Untouch House For Sale Regi Zone 4,PKR 3.1 Crore,31000000,8,6,5 Marla,1125.0,27555,House,False,6,6Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,80,Houses_Peshawar,2026-07-29,https://www.zameen.com/Property/peshawar_regi_model_town_5_marla_untouch_house_for_sale_regi_zone_4-54484838-7660-1.html
Your Dream Prime Location 8 Marla House Is Available In Sufiyan Garden,PKR 3.4 Crore,34000000,6,6,8 Marla,1800.0,18888,House,False,12,12VerifiedShare on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,89,Houses_Peshawar,2026-07-29,https://www.zameen.com/Property/warsak_road_sufiyan_garden_your_dream_prime_location_8_marla_house_is_available_in_sufiyan_garden-54212164-19313-1.html
Semi Furnished 10 Marla House For Sale In Sudais Villas Peshawar,PKR 3.9 Crore,39000000,6,6,10 Marla,2250.0,17333,House,False,17,17VerifiedShare on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,89,Houses_Peshawar,2026-07-29,https://www.zameen.com/Property/warsak_road_sudais_villas_semi_furnished_10_marla_house_for_sale_in_sudais_villas_peshawar-54212165-18406-1.html
Prime Location 5 Marla House For sale In Sufiyan Garden,PKR 1.9 Crore,19000000,5,5,5 Marla,1125.0,16888,House,False,7,7VerifiedShare on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,88,Houses_Peshawar,2026-07-29,https://www.zameen.com/Property/warsak_road_sufiyan_garden_prime_location_5_marla_house_for_sale_in_sufiyan_garden-54212166-19313-1.html
House Of 400 Square Yards In Chilten Housing Scheme Is Available,PKR 7.5 Crore,75000000,9,7,16 Marla,3600.0,20833,House,False,,Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,79,Houses_Quetta,2026-07-29,https://www.zameen.com/Property/quetta_chilten_housing_scheme_house_of_400_square_yards_in_chilten_housing_scheme_is_available-53309344-1247-1.html
600 Yard Bungalow For Sale In Jinnah Town In Green Balt,PKR 14 Crore,140000000,7,7,1.2 Kanal,5400.0,25925,House,False,,Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,79,Houses_Quetta,2026-07-29,https://www.zameen.com/Property/quetta_jinnah_town_600_yard_bungalow_for_sale_in_jinnah_town_in_green_balt-53098223-620-1.html
Beautifully Constructed House Is Available For sale In D-12/4,PKR 6.4 Crore,64000000,4,5,5 Marla,1125.0,56888,House,True,17,super hot171Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,91,Flats_Islamabad,2026-07-29,https://www.zameen.com/Property/d_12_d-12_4_beautifully_constructed_house_is_available_for_sale_in_d-12_4-54076104-3157-1.html
Top Luxury Apartments 1 Bed Available Forsale,PKR 1.8 Crore,18000000,1,1,4.3 Marla,967.5,18604,Flat,True,38,super hot38Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Flats_Islamabad,2026-07-29,https://www.zameen.com/Property/islamabad_top_city_1_top_luxury_apartments_1_bed_available_forsale-52967946-1383-1.html
1 Kanal Brand New Designer House Available For Sale In DHA 2 Islamabad,PKR 13.9 Crore,139000000,5,6,1 Kanal,4500.0,30888,House,True,15,super hot15Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Flats_Islamabad,2026-07-29,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_brand_new_designer_house_available_for_sale_in_dha_2_islamabad-53479637-339-1.html
Corner 10 Marla House For Sale In Top City 1 - Block D Islamabad,PKR 6.4 Crore,64000000,4,4,10 Marla,2250.0,28444,House,True,17,super hot171VerifiedShare on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,99,Flats_Islamabad,2026-07-29,https://www.zameen.com/Property/top_city_1_top_city_1_-_block_d_corner_10_marla_house_for_sale_in_top_city_1_-_block_d_islamabad-54510777-9233-1.html
Get A 10 Marla House For sale In Top City 1 - Block A,PKR 5.5 Crore,55000000,5,5,10 Marla,2250.0,24444,House,True,17,super hot171VerifiedShare on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,99,Flats_Islamabad,2026-07-29,https://www.zameen.com/Property/top_city_1_top_city_1_-_block_a_get_a_10_marla_house_for_sale_in_top_city_1_-_block_a-54510821-9231-1.html
Brand New House For Sale in Faisal Margalla City FMC,PKR 2.7 Crore,27000000,4,5,5 Marla,1125.0,24000,House,True,15,super hot15Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Flats_Islamabad,2026-07-29,https://www.zameen.com/Property/b_17_faisal_margalla_city_brand_new_house_for_sale_in_faisal_margalla_city_fmc-54539126-13424-1.html
"5 Marla Brand New Luxury House For Sale Block A, Faisal Hills",PKR 2.25 Crore,22500000,5,5,5 Marla,1125.0,20000,House,True,23,super hot23Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Flats_Islamabad,2026-07-29,https://www.zameen.com/Property/islamabad_faisal_hills_5_marla_brand_new_luxury_house_for_sale_block_a_faisal_hills-54347140-10859-1.html
F 8/3 House Available 1777 Near Ismail Zebi Service Road And Near Margla Road.,PKR 75 Crore,750000000,7,6,3.6 Kanal,16200.0,46296,House,True,48,super hot48Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Flats_Islamabad,2026-07-29,https://www.zameen.com/Property/f_8_f-8_3_f_8_3_house_available_1777_near_ismail_zebi_service_road_and_near_margla_road-52378030-3316-1.html
"Ultra-Luxurious 1 Kanal Designer House For Sale In DHA Phase 2, Islamabad",PKR 12.8 Crore,128000000,5,6,1 Kanal,4500.0,28444,House,True,24,super hot24Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Flats_Islamabad,2026-07-29,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_ultra-luxurious_1_kanal_designer_house_for_sale_in_dha_phase_2_islamabad-54512385-339-1.html
Beautiful Brand New House For Sale,PKR 15 Crore,150000000,4,4,11 Marla,2475.0,60606,House,True,17,super hot17Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Flats_Islamabad,2026-07-29,https://www.zameen.com/Property/islamabad_g-8_beautiful_brand_new_house_for_sale-53854890-170-1.html
In D-12 You Can Find The Perfect House For sale,PKR 9 Crore,90000000,5,6,8 Marla,1800.0,50000,House,True,17,hot171Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,85,Flats_Islamabad,2026-07-29,https://www.zameen.com/Property/islamabad_d-12_in_d-12_you_can_find_the_perfect_house_for_sale-54065623-160-1.html
"10 Marla Luxury Corner Double Unit House for Sale CDA Sector D-12/1, Islamabad",PKR 13 Crore,130000000,5,7,10 Marla,2250.0,57777,House,True,17,hot17Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,84,Flats_Islamabad,2026-07-29,https://www.zameen.com/Property/d_12_d-12_1_10_marla_luxury_corner_double_unit_house_for_sale_cda_sector_d-12_1_islamabad-54462618-3154-1.html
